Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW24,OUT017,1752.0074
FDU24,OUT035,2001.6244
FDA21,OUT027,3054.7605
FDH58,OUT027,2483.5706
FDW36,OUT018,1982.4208
FDI45,OUT027,2869.514
FDU01,OUT018,2394.3267
FDF35,OUT027,2309.859
FDU43,OUT019,1693.0883
FDE24,OUT019,1623.8009
FDK50,OUT049,2309.3196
FDG31,OUT045,1837.3488
FDC60,OUT045,1990.6173
FDL36,OUT013,1992.766
FDP21,OUT013,2422.3403
FDW16,OUT045,1990.6173
FDX02,OUT017,2691.779
FDQ58,OUT027,2764.3647
FDT51,OUT046,2001.6244
FDD59,OUT049,1908.7754
NCM42,OUT018,1982.4208
FDA57,OUT018,1728.2786
FDZ48,OUT035,2007.4323
FDE46,OUT045,2313.5593
NCZ30,OUT019,1613.1208
FDB56,OUT017,2419.281
FDA25,OUT027,2303.0686
FDD20,OUT013,2104.8938
FDL25,OUT013,2003.7731
NCO18,OUT049,2409.3704
FDJ45,OUT017,1745.7838
FDR12,OUT035,2350.4314
NCF19,OUT010,1560.1635
FDK25,OUT046,2326.137
NCR17,OUT046,2107.773
FDC52,OUT046,2313.5593
NCA54,OUT017,2419.281
FDR45,OUT010,1694.7211
NCM19,OUT049,2104.8938
FDF39,OUT027,3346.5146
FDX23,OUT049,2003.7731
FDD58,OUT027,2292.0522
FDX28,OUT013,2003.7731
NCD31,OUT013,2309.3196
FDU57,OUT018,2287.5623
FDI27,OUT046,1752.0074
NCM42,OUT046,2001.6244
FDD32,OUT027,2207.6096
FDI34,OUT013,2694.6487
NCM29,OUT049,2120.743
FDG46,OUT018,2018.0354
DRC01,OUT010,1561.1459
FDB15,OUT027,3336.0015
NCA17,OUT027,2790.4387
FDF10,OUT046,2313.5593
FDR26,OUT027,3043.145
FDI02,OUT049,2003.7731
NCM54,OUT010,1609.8993
FDF14,OUT013,2309.3196
FDJ33,OUT010,1607.1638
FDM20,OUT035,2691.779
FDC03,OUT027,3194.1396
NCX05,OUT046,2107.773
NCM41,OUT027,2297.3486
NCU29,OUT010,1638.1971
FDQ59,OUT017,1972.4767
FDH46,OUT010,1593.5085
FDH09,OUT013,1750.6279
NCD06,OUT045,1752.0074
FDC15,OUT035,2313.5593
DRD37,OUT027,1853.3787
FDT28,OUT027,2783.5356
FDR28,OUT027,2831.1558
FDT38,OUT017,1990.6173
FDV34,OUT027,2146.87
FDY52,OUT035,1837.3488
FDB34,OUT013,1992.766
DRL23,OUT018,1982.4208
DRB24,OUT046,2313.5593
FDJ50,OUT046,1787.6241
FDQ49,OUT035,2313.5593
FDP20,OUT035,2108.553
FDV19,OUT027,2813.414
NCR54,OUT045,2419.281
FDO09,OUT010,1699.5819
FDS57,OUT018,2095.645
FDN10,OUT049,2104.8938
FDV23,OUT049,2104.8938
FDY28,OUT049,2681.6633
DRG51,OUT013,2309.3196
FDD45,OUT019,1600.0057
NCL18,OUT027,3186.199
NCM29,OUT013,2120.743
FDF17,OUT027,3061.2717
FDE22,OUT017,2313.5593
FDQ22,OUT017,1745.7838
FDS01,OUT013,2422.3403
FDW35,OUT027,1858.0144
FDJ33,OUT046,2108.553
NCF54,OUT035,2401.8196
FDE09,OUT013,2003.7731
NCE06,OUT045,2313.5593
DRH49,OUT049,1935.5858
FDY43,OUT045,2350.4314
NCT05,OUT017,2702.7307
FDZ34,OUT045,2419.281
FDL38,OUT017,1990.6173
FDZ31,OUT017,2419.281
FDR14,OUT035,1787.6241
NCN54,OUT049,1908.7754
NCC42,OUT027,2481.031
FDK08,OUT017,2001.6244
FDP59,OUT013,2003.7731
FDV22,OUT035,2313.5593
FDD33,OUT035,2691.779
DRE60,OUT027,3368.3125
FDK52,OUT046,2691.779
FDA02,OUT017,2313.5593
FDM56,OUT049,2003.7731
FDE57,OUT035,2108.553
FDM32,OUT045,1990.6173
NCQ30,OUT027,2467.8232
FDQ27,OUT027,2290.5352
FDT60,OUT027,2467.8232
FDU43,OUT049,2694.6487
NCO55,OUT035,2001.6244
FDG02,OUT045,2419.281
FDJ28,OUT013,2422.3403
FDP40,OUT045,2007.4323
FDJ38,OUT045,2419.281
NCC54,OUT017,2686.2754
NCZ41,OUT046,2107.773
FDK38,OUT019,1654.9855
FDU52,OUT013,2309.3196
FDC40,OUT046,1856.4923
NCR30,OUT017,1837.3488
NCN18,OUT017,2007.4323
FDB50,OUT035,1908.0062
FDG04,OUT013,2422.3403
FDR26,OUT035,2408.791
NCT17,OUT018,2394.3267
FDX35,OUT027,3134.053
FDS12,OUT046,2108.553
NCZ29,OUT027,2467.8232
FDB38,OUT010,1639.6012
FDP12,OUT013,1744.4043
FDP22,OUT046,1758.8939
FDS26,OUT018,2535.615
FDR52,OUT046,2419.281
DRJ13,OUT046,2313.5593
FDU48,OUT027,2474.8813
FDE29,OUT035,1837.3488
NCT29,OUT049,2104.1138
DRK37,OUT018,2394.3267
FDK55,OUT046,1990.6173
FDR07,OUT046,2001.6244
FDO21,OUT027,3272.4795
FDK46,OUT049,2711.104
FDB12,OUT045,2001.6244
FDT31,OUT027,3030.2603
FDJ33,OUT045,2108.553
FDC26,OUT027,2467.8232
NCQ02,OUT045,2419.281
FDP08,OUT010,1675.727
FDB11,OUT027,3209.3933
FDV55,OUT013,2309.3196
FDW20,OUT049,2104.8938
NCJ18,OUT019,1620.8652
FDC41,OUT018,1840.1516
FDE14,OUT027,2303.0686
FDG35,OUT013,2397.5798
FDF45,OUT035,1787.6241
FDS19,OUT027,2190.5645
FDS58,OUT019,1649.9752
FDA26,OUT017,2691.779
FDM32,OUT049,1992.766
FDL45,OUT046,2108.553
FDZ55,OUT049,2309.3196
FDY37,OUT049,2104.8938
FDO46,OUT046,2419.281
FDQ60,OUT046,2108.553
FDA19,OUT018,2083.5413
FDL15,OUT046,2313.5593
FDM10,OUT018,2521.0876
NCL05,OUT017,1745.0039
DRK49,OUT010,1554.9445
NCE18,OUT027,3354.4553
FDG40,OUT049,1744.4043
DRI59,OUT045,2691.779
FDK28,OUT035,2708.2344
NCD06,OUT019,1558.804
FDO11,OUT019,1688.7644
FDK27,OUT046,2108.553
FDT43,OUT027,1912.0071
FDD38,OUT018,1982.4208
FDA16,OUT049,2681.6633
FDL14,OUT027,2763.4436
NCM17,OUT049,1743.6244
FDD20,OUT045,2108.553
FDA40,OUT045,1990.6173
FDL43,OUT045,1908.0062
FDV15,OUT045,2001.6244
FDE52,OUT046,1990.6173
NCL17,OUT010,1624.8877
NCJ31,OUT045,2691.779
FDR60,OUT045,1908.0062
NCA18,OUT035,2108.553
FDS21,OUT027,2045.9834
FDW09,OUT035,1908.0062
FDL26,OUT035,2313.5593
FDS47,OUT018,1982.4208
FDC39,OUT046,2691.779
FDT51,OUT035,2001.6244
FDK40,OUT035,2708.2344
NCG19,OUT045,2691.779
FDZ07,OUT046,1837.3488
FDF08,OUT027,2290.7197
FDO04,OUT013,1786.2446
FDK41,OUT018,1956.3463
FDP15,OUT049,2711.104
NCD43,OUT018,1982.4208
NCP18,OUT013,2309.3196
FDZ51,OUT046,2001.6244
DRH13,OUT035,2001.6244
FDF38,OUT045,1745.7838
NCI43,OUT045,1752.0074
FDM38,OUT027,2034.1321
FDS03,OUT013,1835.9692
DRJ47,OUT017,2401.8196
FDT50,OUT010,1589.0365
FDV02,OUT046,2401.8196
NCG18,OUT017,2001.6244
FDW52,OUT046,2313.5593
FDS40,OUT035,1745.7838
FDN31,OUT017,2419.281
FDA37,OUT045,2108.553
FDA15,OUT046,2708.2344
FDL39,OUT046,2419.281
FDJ53,OUT045,2108.553
FDX22,OUT013,2681.6633
NCZ42,OUT045,2691.779
FDD56,OUT027,2871.8086
FDD40,OUT017,2419.281
FDS50,OUT013,2694.6487
NCN14,OUT013,2422.3403
FDT15,OUT013,2422.3403
NCS18,OUT027,2297.3486
NCO26,OUT010,1605.8958
FDF58,OUT018,1815.511
NCB19,OUT013,1992.766
FDH26,OUT017,2108.553
DRB24,OUT027,2773.593
FDA49,OUT018,1982.4208
FDB32,OUT045,2001.6244
FDI36,OUT017,2419.281
NCA17,OUT010,1634.3256
FDH22,OUT013,2104.8938
NCM26,OUT018,2287.5623
FDT15,OUT027,3054.7605
FDB16,OUT018,1982.4208
NCP54,OUT027,2467.8232
FDJ36,OUT013,2003.7731
FDO28,OUT045,2108.553
FDU09,OUT013,1786.2446
FDF29,OUT017,2108.553
FDY08,OUT013,2104.8938
DRJ59,OUT018,1728.2786
FDT23,OUT027,2197.1936
FDU15,OUT018,1728.2786
FDT47,OUT013,2003.7731
FDI53,OUT019,1659.8998
FDR59,OUT018,2535.615
FDD53,OUT035,1745.7838
FDY51,OUT017,2691.779
FDT04,OUT049,1744.4043
FDU51,OUT049,2409.3704
FDG14,OUT035,2313.5593
NCU06,OUT045,2691.779
DRG25,OUT046,2419.281
DRH49,OUT035,1972.4767
FDN15,OUT035,2108.553
FDL43,OUT018,1840.1516
NCT18,OUT049,2422.3403
NCB31,OUT013,2711.104
FDK57,OUT035,2108.553
FDY04,OUT019,1641.3999
NCP54,OUT046,2108.553
FDF41,OUT013,2694.6487
FDM01,OUT045,2001.6244
FDW03,OUT045,2001.6244
FDF28,OUT045,2108.553
FDY37,OUT017,2108.553
FDQ03,OUT017,2691.779
FDP51,OUT027,2467.8232
FDJ40,OUT017,2001.6244
FDC32,OUT049,2003.7731
DRI49,OUT027,2224.669
NCW54,OUT017,1787.6241
FDF09,OUT017,1745.7838
FDP45,OUT018,2535.615
DRJ23,OUT018,2394.3267
FDS59,OUT017,2001.6244
FDY08,OUT046,2108.553
FDX16,OUT049,2309.3196
FDY16,OUT018,2394.3267
FDK32,OUT035,2313.5593
FDQ22,OUT013,1744.4043
NCC31,OUT018,2287.5623
FDG58,OUT049,2309.3196
DRF48,OUT013,2422.3403
DRH36,OUT049,1835.9692
NCR30,OUT035,1856.4923
FDB03,OUT019,1697.7716
FDZ28,OUT027,2467.8232
FDR35,OUT017,2419.281
DRD15,OUT027,3336.0015
FDJ33,OUT019,1613.546
FDA56,OUT010,1600.4818
FDP56,OUT046,1752.0074
NCT30,OUT046,1752.0074
FDK15,OUT017,2001.6244
FDH44,OUT018,2276.29
FDV01,OUT013,2309.3196
DRG03,OUT017,2313.5593
FDG50,OUT027,2303.0686
FDR16,OUT010,1702.1376
FDZ60,OUT046,2001.6244
DRG03,OUT045,2313.5593
FDS56,OUT018,2535.615
FDU33,OUT045,1752.0074
DRD27,OUT035,2001.6244
FDW22,OUT046,2691.779
DRA24,OUT045,2313.5593
FDF38,OUT049,1744.4043
FDX48,OUT013,2309.3196
FDS58,OUT018,2287.5623
FDC32,OUT046,2001.6244
NCQ29,OUT045,2702.7307
DRK39,OUT018,1956.3463
NCS38,OUT017,2108.553
DRO47,OUT013,2003.7731
DRG27,OUT027,1864.5009
FDC57,OUT027,3217.6348
FDS55,OUT046,2313.5593
NCJ06,OUT018,2083.5413
FDO01,OUT019,1611.8192
NCM55,OUT045,2419.281
FDC52,OUT049,2309.3196
FDQ15,OUT045,1913.1208
NCT30,OUT027,1912.2205
NCR42,OUT027,1853.7592
FDD28,OUT035,1787.6241
FDQ34,OUT049,2003.7731
FDZ12,OUT027,2481.031
DRE13,OUT019,1593.4368
NCN07,OUT019,1612.8488
FDM28,OUT035,2419.281
FDI10,OUT017,2401.8196
FDQ25,OUT013,2346.1917
FDA38,OUT010,1707.5715
DRI13,OUT049,2681.6633
FDY20,OUT027,2294.7334
NCZ53,OUT035,2413.7773
NCM31,OUT013,2309.3196
DRB01,OUT017,2419.281
DRF37,OUT046,2708.2344
NCF42,OUT049,2409.3704
FDF16,OUT018,2287.5623
FDB41,OUT013,1750.6279
FDR34,OUT013,2694.6487
FDR15,OUT018,2287.5623
NCV42,OUT019,1610.3691
FDW51,OUT035,2691.779
FDU36,OUT017,2001.6244
FDX60,OUT049,1935.5858
FDY03,OUT035,2108.553
FDW55,OUT045,2691.779
FDT01,OUT010,1684.6832
FDG58,OUT013,2309.3196
FDK21,OUT017,2708.2344
NCS41,OUT019,1666.2645
FDS10,OUT045,2419.281
NCT53,OUT046,2308.0557
FDJ28,OUT018,2403.9595
FDX44,OUT045,1990.6173
FDT20,OUT018,1728.2786
FDO44,OUT017,2001.6244
NCX17,OUT049,2689.145
FDY01,OUT017,2108.553
FDJ12,OUT027,3212.947
DRK35,OUT018,1728.2786
FDD47,OUT019,1641.4209
NCM53,OUT035,2000.8445
FDO45,OUT013,1992.766
NCM42,OUT010,1605.8958
FDE04,OUT046,2419.281
NCI30,OUT027,3347.088
FDZ19,OUT013,2397.5798
FDW57,OUT013,2409.3704
FDA25,OUT013,2003.7731
FDT22,OUT046,1834.1259
FDP51,OUT013,2104.8938
FDD48,OUT027,2467.8232
FDY39,OUT035,2419.281
FDO48,OUT010,1697.8408
FDD23,OUT027,3054.7605
DRN35,OUT027,1864.5009
FDT01,OUT035,2691.779
FDC20,OUT010,1575.5658
DRJ35,OUT035,1837.3488
FDB32,OUT046,2001.6244
FDL24,OUT046,2401.8196
NCV42,OUT035,2043.0468
FDZ46,OUT046,2001.6244
FDC15,OUT013,2309.3196
FDD08,OUT019,1554.7212
FDY50,OUT049,1992.766
FDD36,OUT013,2104.8938
FDG57,OUT027,1922.953
FDL21,OUT018,1728.2786
FDN16,OUT027,2297.3486
FDJ09,OUT027,1862.0933
FDS01,OUT010,1664.7339
FDV33,OUT017,2708.2344
DRE12,OUT017,2108.553
FDR07,OUT013,2003.7731
FDP48,OUT010,1664.9663
NCB55,OUT035,1787.6241
FDQ08,OUT013,1832.7463
FDR34,OUT035,2691.779
FDO33,OUT046,2007.4323
FDP13,OUT045,1745.7838
FDX12,OUT049,2694.6487
NCT06,OUT049,2321.8972
FDR16,OUT019,1700.5359
FDE36,OUT046,2313.5593
FDZ36,OUT049,2422.3403
FDV13,OUT045,1990.6173
NCZ17,OUT035,1745.0039
FDU56,OUT045,2419.281
FDM09,OUT035,2401.8196
FDV02,OUT017,2401.8196
FDS34,OUT018,2018.0354
FDA11,OUT049,2003.7731
FDP09,OUT017,2691.779
FDB29,OUT027,2467.8232
FDT19,OUT017,2401.8196
DRH15,OUT017,1745.7838
FDY38,OUT046,2691.779
FDF14,OUT027,2741.3098
FDN48,OUT010,1588.8022
FDQ12,OUT013,2694.6487
NCJ43,OUT045,2401.8196
FDE17,OUT019,1630.0249
FDB05,OUT035,2708.2344
FDH10,OUT045,2414.462
NCR06,OUT017,1745.7838
FDU32,OUT018,2083.5413
FDD56,OUT049,2397.5798
FDO36,OUT018,2394.3267
FDH16,OUT010,1588.8022
FDX10,OUT018,1728.2786
FDZ37,OUT017,1990.6173
FDU31,OUT010,1681.6327
DRC49,OUT049,2104.8938
FDL15,OUT045,2313.5593
FDN32,OUT019,1689.6464
DRH59,OUT027,2062.2258
NCU29,OUT049,2303.816
FDR37,OUT019,1676.0632
FDS14,OUT018,2287.5623
FDU02,OUT027,3360.372
FDJ08,OUT035,2419.281
NCZ06,OUT045,2708.2344
FDO31,OUT049,1935.5858
FDH31,OUT018,1982.4208
FDS58,OUT017,2313.5593
NCA53,OUT027,1901.2745
FDF50,OUT046,2419.281
NCW42,OUT049,2694.6487
NCQ17,OUT045,2308.0557
FDK51,OUT018,2535.615
NCW41,OUT010,1654.2886
NCR29,OUT017,1786.8442
FDB08,OUT019,1642.0887
FDA40,OUT027,2301.3623
FDL14,OUT018,2287.5623
FDB47,OUT046,2691.779
FDO03,OUT035,2691.779
DRK13,OUT019,1674.6013
FDX13,OUT010,1691.7053
FDF52,OUT046,2419.281
FDT11,OUT013,2422.3403
FDB08,OUT013,2309.3196
FDQ28,OUT018,2287.5623
FDD29,OUT045,2708.2344
NCQ29,OUT027,3338.9543
NCO02,OUT013,1835.9692
FDR56,OUT010,1674.0425
NCM54,OUT049,2104.8938
FDP51,OUT035,2108.553
FDT38,OUT013,1992.766
FDZ20,OUT018,2535.615
FDJ53,OUT013,2104.8938
FDX13,OUT049,2711.104
FDP58,OUT035,2691.779
NCK31,OUT019,1561.8591
FDA35,OUT018,2083.5413
FDV37,OUT018,2424.7886
NCO07,OUT027,3220.5974
FDA20,OUT045,2419.281
FDZ59,OUT035,2350.4314
NCY17,OUT017,1745.0039
FDQ28,OUT035,2313.5593
FDV35,OUT017,2313.5593
FDQ36,OUT013,1744.4043
FDD34,OUT018,2287.5623
FDK51,OUT045,2708.2344
FDV31,OUT035,2401.8196
FDR04,OUT035,2001.6244
FDR14,OUT049,1786.2446
DRC36,OUT010,1657.4463
FDE39,OUT019,1611.5969
FDP57,OUT049,2003.7731
FDE57,OUT046,2108.553
NCN18,OUT046,2007.4323
NCQ05,OUT018,2287.5623
FDW47,OUT035,2108.553
FDV46,OUT035,2108.553
NCP29,OUT045,1836.5688
FDE09,OUT018,1982.4208
NCU06,OUT027,3328.0608
FDT19,OUT010,1657.4463
DRF15,OUT017,2313.5593
DRI51,OUT013,2346.1917
NCX54,OUT013,2003.7731
DRE01,OUT013,2694.6487
NCB07,OUT045,2419.281
FDU50,OUT035,2108.553
FDG40,OUT035,1745.7838
FDW10,OUT018,2369.5662
FDX51,OUT013,2422.3403
NCP17,OUT045,1836.5688
FDP21,OUT035,2419.281
FDL04,OUT045,2001.6244
FDV23,OUT013,2104.8938
FDF24,OUT046,1933.4371
FDH56,OUT027,2482.1548
FDB51,OUT049,1835.9692
FDI58,OUT027,2292.0522
FDR20,OUT013,1750.6279
FDC51,OUT018,2083.5413
FDB16,OUT027,2297.3486
FDE40,OUT049,1835.9692
NCM17,OUT035,1745.0039
FDU56,OUT035,2419.281
FDS32,OUT019,1612.8488
FDX02,OUT049,2694.6487
FDT39,OUT027,2698.38
FDE35,OUT017,1787.6241
NCI42,OUT019,1687.8889
DRL23,OUT046,2001.6244
FDA10,OUT046,2108.553
FDA11,OUT013,2003.7731
NCM06,OUT046,2313.5593
NCT05,OUT035,2702.7307
NCQ02,OUT010,1684.9456
NCY06,OUT049,2104.8938
FDY56,OUT035,2691.779
FDL02,OUT035,2001.6244
NCI06,OUT035,2413.61
FDQ14,OUT045,2313.5593
FDQ12,OUT017,2691.779
FDP36,OUT046,1752.0074
FDK21,OUT027,3355.698
FDO40,OUT045,2313.5593
NCK54,OUT019,1609.6843
FDY09,OUT018,2381.3567
NCW30,OUT049,2711.104
NCC55,OUT027,1853.7592
FDE58,OUT018,2083.5413
FDR39,OUT013,2422.3403
FDU28,OUT049,2422.3403
FDH08,OUT017,2691.779
FDG35,OUT045,2397.0005
FDG22,OUT049,1744.4043
FDC34,OUT035,2313.5593
FDP15,OUT018,2535.615
FDK34,OUT010,1696.2234
FDU45,OUT035,2108.553
FDQ04,OUT027,1864.5009
FDX22,OUT018,2521.0876
FDB45,OUT017,2001.6244
NCH43,OUT027,3202.1436
DRE60,OUT046,2691.779
FDD17,OUT027,3348.0476
NCM54,OUT017,2108.553
NCH55,OUT013,2104.8938
NCT06,OUT017,2313.5593
FDA48,OUT027,3202.1436
FDY58,OUT027,3379.116
FDO25,OUT045,2691.779
FDN50,OUT045,2001.6244
FDH35,OUT035,2313.5593
FDK09,OUT045,2691.779
FDO16,OUT013,1974.6254
FDW11,OUT045,1837.3488
FDU47,OUT027,2481.031
NCQ42,OUT010,1607.5717
FDK55,OUT027,2297.3486
FDN08,OUT049,2104.8938
FDT57,OUT045,2691.779
FDJ12,OUT018,2521.0876
DRL59,OUT017,1787.6241
NCN53,OUT046,1745.0039
FDO51,OUT010,1556.6754
FDK56,OUT017,2419.281
FDY12,OUT035,1787.6241
FDU15,OUT035,1745.7838
FDQ19,OUT046,2691.779
DRF15,OUT045,2313.5593
DRE25,OUT019,1600.789
FDK57,OUT018,2083.5413
FDD33,OUT010,1691.5859
FDR34,OUT027,3346.5146
FDU04,OUT045,2108.553
FDE35,OUT019,1575.5945
NCD31,OUT035,2313.5593
FDJ56,OUT035,2001.6244
NCU53,OUT046,2308.0557
FDD39,OUT035,2691.779
NCU17,OUT019,1605.1598
FDJ20,OUT046,2108.553
NCW41,OUT018,2287.5623
FDL52,OUT035,1745.7838
FDS39,OUT035,2108.553
DRJ47,OUT045,2401.8196
FDP13,OUT010,1557.2135
DRK39,OUT010,1581.5836
FDF28,OUT010,1607.6324
FDB09,OUT045,2108.553
FDM51,OUT046,2001.6244
DRM49,OUT018,1728.2786
DRF23,OUT013,2397.5798
DRH01,OUT035,2401.8196
FDH12,OUT027,2301.3623
FDA28,OUT019,1612.8488
FDW37,OUT018,1982.4208
FDF02,OUT046,2001.6244
DRL37,OUT046,1745.7838
NCF43,OUT046,2108.553
FDH08,OUT010,1685.2118
FDR34,OUT019,1696.2234
NCK19,OUT049,2422.3403
NCD55,OUT018,1728.2786
FDT27,OUT049,2694.6487
FDQ57,OUT045,2313.5593
FDA47,OUT035,2313.5593
DRG15,OUT027,2062.2258
FDE05,OUT018,2276.29
FDN46,OUT046,2001.6244
FDX27,OUT027,2301.3623
FDT51,OUT045,2001.6244
FDU33,OUT013,1744.4043
FDJ16,OUT027,2043.5581
FDD20,OUT019,1612.8488
FDT36,OUT049,1744.4043
DRF15,OUT027,2790.4387
FDN52,OUT010,1584.3043
FDC22,OUT027,3166.9106
FDX15,OUT045,2313.5593
FDT13,OUT013,2422.3403
FDU04,OUT017,2108.553
FDU31,OUT019,1681.6327
FDW59,OUT027,2297.3486
NCO29,OUT046,2308.0557
FDL15,OUT035,2313.5593
FDI41,OUT049,2309.3196
FDQ48,OUT049,2003.7731
DRI39,OUT013,1786.2446
FDI08,OUT013,2711.104
FDC21,OUT049,2003.7731
FDF58,OUT035,1837.3488
FDS08,OUT010,1659.466
FDE47,OUT045,2108.553
NCP18,OUT019,1631.9335
NCR41,OUT013,2002.9932
FDA27,OUT013,2711.104
FDA43,OUT035,2419.281
FDA49,OUT045,1990.6173
NCE55,OUT018,2381.3567
DRM49,OUT027,1896.9001
FDF22,OUT027,3203.3862
FDQ15,OUT018,1923.5491
NCS54,OUT017,2401.8196
NCY05,OUT013,1743.6244
FDR45,OUT046,2691.779
FDK57,OUT049,2104.8938
FDF41,OUT010,1699.8005
FDV21,OUT046,2108.553
FDD51,OUT046,1752.0074
FDF33,OUT046,2001.6244
FDA38,OUT046,2691.779
FDR56,OUT045,2419.281
NCN41,OUT017,2107.773
FDC60,OUT027,2294.5488
FDB47,OUT045,2691.779
DRH01,OUT013,2397.5798
FDW08,OUT046,2001.6244
FDF38,OUT027,1858.0144
FDY32,OUT017,2313.5593
FDG34,OUT049,2003.7731
FDG47,OUT019,1695.1385
NCF18,OUT035,2419.281
FDL39,OUT019,1670.252
NCH55,OUT035,2108.553
DRJ35,OUT049,1835.9692
FDS44,OUT035,2691.779
DRE01,OUT018,2523.6343
FDY39,OUT013,2422.3403
FDY32,OUT018,2287.5623
FDR33,OUT027,2483.5706
NCP50,OUT049,1935.5858
FDZ47,OUT018,1982.4208
FDU57,OUT049,2309.3196
FDY44,OUT013,2422.3403
DRH59,OUT018,1815.511
FDB03,OUT027,3328.0608
FDY46,OUT045,2419.281
FDM39,OUT045,2413.61
FDY36,OUT035,1837.3488
NCM55,OUT035,2419.281
FDJ50,OUT010,1566.6051
DRL60,OUT013,2309.3196
NCJ54,OUT049,2694.6487
FDX59,OUT017,1745.7838
FDI07,OUT013,2422.3403
DRF51,OUT010,1555.4866
FDM14,OUT017,2001.6244
FDP21,OUT045,2419.281
FDE40,OUT035,1837.3488
FDE05,OUT035,2313.5593
FDM13,OUT027,2481.031
FDC34,OUT027,2783.5132
NCI55,OUT018,2083.5413
NCE43,OUT018,2318.178
FDW58,OUT018,1982.4208
FDG60,OUT045,2691.779
FDV31,OUT017,2401.8196
FDR47,OUT013,2422.3403
FDM60,OUT019,1554.7544
NCF06,OUT018,2535.615
NCN26,OUT027,2467.8232
FDQ59,OUT049,1992.766
FDF09,OUT046,1745.7838
NCS06,OUT017,2708.2344
FDT44,OUT046,2108.553
FDI19,OUT017,2691.779
FDT22,OUT017,1837.3488
NCF54,OUT027,2822.6638
DRG25,OUT045,2419.281
FDB59,OUT017,2419.281
FDQ37,OUT017,2414.462
FDP56,OUT035,1752.0074
FDW44,OUT035,2401.8196
FDJ26,OUT010,1683.135
FDU43,OUT018,2523.6343
FDW33,OUT045,2001.6244
NCX53,OUT027,2494.8645
FDN56,OUT010,1635.5677
DRF15,OUT049,2309.3196
FDO33,OUT017,2108.553
FDZ39,OUT010,1594.7604
NCJ19,OUT017,1787.6241
FDU01,OUT035,2419.281
FDT12,OUT035,2691.779
NCM18,OUT018,1815.511
FDP19,OUT017,2108.553
NCR42,OUT049,1744.4043
FDN10,OUT046,2108.553
FDG44,OUT017,1787.6241
FDQ10,OUT046,2401.8196
DRH13,OUT049,2003.7731
FDT52,OUT013,2694.6487
FDM56,OUT045,2001.6244
NCO43,OUT010,1593.5085
NCV29,OUT035,2408.1064
NCF06,OUT013,2711.104
FDO50,OUT035,2001.6244
FDT59,OUT013,2694.6487
FDX40,OUT027,1864.5009
FDE50,OUT017,2419.281
FDX51,OUT017,2419.281
NCD30,OUT018,1982.4208
FDK15,OUT013,2003.7731
FDL12,OUT045,1837.3488
FDK46,OUT017,2708.2344
DRH49,OUT010,1580.4724
FDQ57,OUT046,2313.5593
FDY59,OUT017,2001.6244
FDO09,OUT018,2535.615
NCG30,OUT035,2108.553
FDM09,OUT017,2350.4314
NCN17,OUT027,2297.3486
NCS42,OUT013,1992.766
FDD02,OUT019,1612.8488
FDE34,OUT013,2422.3403
FDU38,OUT045,2419.281
FDB33,OUT046,2313.5593
NCJ29,OUT017,1989.8374
FDZ27,OUT035,1752.0074
FDI40,OUT013,2003.7731
FDG22,OUT013,1744.4043
FDT51,OUT017,2001.6244
FDF20,OUT018,2424.7886
FDV50,OUT035,2108.553
FDT02,OUT049,1744.4043
DRC49,OUT017,2313.5593
FDF26,OUT049,2309.3196
FDV52,OUT035,2108.553
FDX59,OUT049,1744.4043
FDV25,OUT035,2691.779
FDW23,OUT027,1864.5009
FDE53,OUT018,1982.4208
FDA19,OUT017,2108.553
FDH22,OUT046,2108.553
NCO41,OUT013,2002.9932
FDX12,OUT017,2691.779
FDF17,OUT013,2422.3403
FDS11,OUT045,2691.779
FDR51,OUT035,2313.5593
FDT49,OUT010,1593.5085
FDC56,OUT013,2104.8938
FDR13,OUT027,2467.8232
FDQ60,OUT035,2108.553
FDN38,OUT049,2694.6487
NCL29,OUT013,2303.816
FDO13,OUT027,2773.535
FDE26,OUT018,2276.29
FDA31,OUT010,1656.592
FDX14,OUT035,1856.4923
FDA34,OUT045,2401.8196
FDF26,OUT013,2309.3196
FDE38,OUT045,2326.137
DRI11,OUT046,2108.553
FDQ60,OUT027,2467.8232
FDL21,OUT027,1852.7181
DRC12,OUT027,3186.199
FDC47,OUT046,2691.779
FDE57,OUT045,2108.553
FDT14,OUT045,2108.553
NCZ53,OUT046,2413.7773
FDE28,OUT018,2523.6343
FDR19,OUT035,2313.5593
NCF54,OUT019,1657.7275
FDZ08,OUT046,1933.4371
NCJ05,OUT018,2287.5623
FDF59,OUT046,2108.553
NCO05,OUT035,2000.8445
FDW24,OUT018,1734.5022
NCX42,OUT018,2300.14
NCA53,OUT035,1751.2275
FDI45,OUT019,1654.8596
FDG46,OUT046,2043.0468
FDM20,OUT010,1691.5859
FDW11,OUT010,1575.1589
FDX08,OUT035,2419.281
NCK17,OUT035,1745.0039
FDK32,OUT018,2287.5623
NCA42,OUT035,2313.5593
DRI01,OUT035,2401.8196
NCL55,OUT049,2711.104
DRE25,OUT018,1982.4208
FDD14,OUT017,2414.462
FDB10,OUT046,2691.779
DRN11,OUT035,2313.5593
FDP38,OUT018,1734.5022
NCA30,OUT017,2419.281
FDT15,OUT017,2419.281
NCP55,OUT018,1770.1189
FDF12,OUT035,2313.5593
